Filename,Number,Output,Formula,variables,v1_name,v1_type,v1_sample_type,v1_low,v1_high,v2_name,v2_type,v2_sample_type,v2_low,v2_high,v3_name,v3_type,v3_sample_type,v3_low,v3_high,v4_name,v4_type,v4_sample_type,v4_low,v4_high,v5_name,v5_type,v5_sample_type,v5_low,v5_high,v6_name,v6_type,v6_sample_type,v6_low,v6_high,v7_name,v7_type,v7_sample_type,v7_low,v7_high,v8_name,v8_type,v8_sample_type,v8_low,v8_high,v9_name,v9_type,v9_sample_type,v9_low,v9_high,v10_name,v10_type,v10_sample_type,v10_low,v10_high
8.19,108,h,C*ka/((ka+H)*(1+f))+kw/H-f*C/(1+f),5,C,F,ulog,0.01,10.0,ka,F,ulog,1e-14,1e5,H,F,ulog,1e-14,1.0,f,F,u,0,7.0,kw,F,ulog,1e-14,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
p326,109,h,sqrt(k1*k2*H/(k1+H)),3,k1,F,ulog,1e-14,100000.0,k2,F,ulog,1e-14,1e5,H,F,ulog,1e-14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.12b,110,a,k1*k2*k3*k4/((H**4)+k1*(H**3)+k1*k2*(H**2)+k1*k2*k3*H+k1*k2*k3*k4),5,k1,F,ulog,1e-14,100000.0,k2,F,ulog,1e-14,1e5,k3,F,ulog,1e-14,100000.0,k4,F,ulog,1e-14,1e5,H,F,ulog,1e-14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
9.15,111,v,V*(Cm-M)*(1+Kf*M)/(Cl*(Kf+M)+M*(1+Kf*M)),5,V,F,ulog,0.1,10000.0,Cm,F,ulog,0.01,10.0,M,F,ulog,0.01,10.0,Kf,F,ulog,1e-14,1e5,Cl,F,ulog,0.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
11.12,112,K,(Cx*Vx-p)*(Cy*Vy-p)/((Vx+Vy)**2),5,Cx,F,ulog,0.01,10.0,Vx,F,ulog,0.1,1e4,p,F,ulog,1e-2,1000000.0,Cy,F,ulog,0.01,10.0,Vy,F,ulog,0.1,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
12.22,113,e,e-2.3026*k*NA*T/(n*F)*lg((Cw**3)/(Co**5)),5,e,F,ulog,1e-05,100.0,T,F,ulog,10,1000.0,n,I,u,1,7.0,Cw,F,ulog,0.01,10.0,Co,F,ulog,0.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
12.29,114,e,e-0.05916*pH-0.02958*lg(c/C),4,e,F,ulog,1e-05,100.0,pH,F,u,0,14.0,c,F,ulog,0.01,10.0,C,F,ulog,0.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.20,115,e,e-2.3026*k*NA*T/F*lg(sqrt(Cw)/Co),4,e,F,ulog,1e-05,100.0,T,F,ulog,10,1000.0,Cw,F,ulog,0.01,10.0,Co,F,ulog,0.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.24,116,e,e1-e2-2.3026*k*NA*T/F*lg(c1*c2/sqrt(p)),6,e1,F,ulog,1e-05,100.0,e2,F,ulog,1e-5,100.0,T,F,ulog,10,1000.0,c1,F,ulog,0.01,10.0,c2,F,ulog,0.01,10.0,p,F,ulog,0.1,100.0,,,,,,,,,,,,,,,,,,,,
13.44,117,e,k+s/z*lg(a),4,k,F,u,-1000.0,1000.0,s,F,ulog,0.1,500.0,z,I,u,-7,7.0,a,F,ulog,0.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.46,118,e,k+s/z*lg(a+Kab*sqrt(b)),6,k,F,u,-1000.0,1000.0,s,F,ulog,0.1,500.0,z,I,u,-7,7.0,a,F,ulog,0.01,10.0,Kab,F,ulog,0.1,1000.0,b,F,ulog,0.01,10.0,,,,,,,,,,,,,,,,,,,,
14.23,119,n,lg((c1*v1-c2*v2)/(v1+v2)),4,c1,F,ulog,0.01,10.0,v1,F,u,0,10.0,c2,F,ulog,0.01,10.0,v2,F,u,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.20,120,Nn,sqrt((n1**2)-(n2**2)),2,n2,F,u,1.0,4.0,n1,F,u,n2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.21,121,theta,arccos(n2/n1),2,n2,F,u,1.0,4.0,n1,F,u,1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sec16.14,122,n,((n1+n2)**2)/((n1-n2)**2),2,n1,F,u,1.0,4.0,n2,F,u,1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1,123,n,ge/g*exp(-(-e1+e)/(k*T)),5,ge,I,u,2.0,7.0,g,I,u,2,7.0,e,F,ulog,1e-5,10,e1,F,ulog,1e-5,e,T,F,ulog,10,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,
17.7,124,C,a*v*c/(a1*(v+V)-V*a),5,a,F,u,0.0,10.0,v,F,u,0,10.0,c,F,ulog,0.01,10.0,a1,F,u,0,10.0,V,F,u,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
18.10,125,e,100*D/(D+Va/V),3,D,F,ulog,0.1,100.0,Va,F,ulog,0.1,1e4,V,F,ulog,0.1,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.11,126,Nn,41.7*((t/w)**2)/(B/A+1.25),4,t,F,ulog,0.1,100.0,w,F,u,0,10.0,B,F,u,0,5.0,A,F,u,0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.33,127,R,0.25*sqrt(Nn)*(k2/k1-1)/(k2/k1)*k2/((k2+k1)/2+1),3,Nn,I,ulog,16.0,1600.0,k2,I,ulog,1,1000.0,k1,I,ulog,1,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.1,128,I,100*(n+(lg(tu)-lg(t1))/(lg(t2)-lg(t1))),4,n,I,ulog,1.0,100.0,t1,F,ulog,0.1,100.0,tu,F,ulog,t1,100.0,t2,F,ulog,tu,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4,129,nR,n*(1-tan(theta)),2,n,F,u,1.0,4.0,theta,F,u,-0.5*pi,0.5*pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10,130,P,8*F*n*L/(pi*(r**4)),4,F,F,u,0.0,10.0,n,F,ulog,1,1e6,L,F,u,0,1.0,r,F,ulog,1e-3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,131,t,L*(sqrt(m1)-sqrt(m2))/sqrt(2*V*z*qe),5,L,F,ulog,0.001,1.0,m1,F,ulog,1e-23,1e-21,m2,F,ulog,1e-23,1.0000000000000001e-21,V,F,u,0,220,z,I,ulog,1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
22.6,132,t,2*pi*m/(z*qe*B),3,m,F,ulog,1e-27,9.999999999999999e-26,z,I,ulog,1,100,B,F,ulog,1e-2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.3,133,A,a/exp(k*t/2.303),2,a,F,ulog,0.01,10.0,t,F,ulog,0.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8,134,kt,2.303/(B0-A0)*lg(A0*B/(B0*A)),4,B0,F,ulog,0.01,10.0,A0,F,ulog,0.01,10.0,B,F,ulog,0.01,10.0,A,F,ulog,0.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.14,135,v,vm*s/(s+K),3,vm,F,ulog,0.1,1000.0,s,F,ulog,0.01,10.0,K,F,ulog,1e-5,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
